film_name,domestic,international,worldwide,distributer,release_date,MPAA,genres,year
Barbie,"$633,082,303","$800,300,000","$1,433,382,303",Warner Bros.,"Jul 21, 2023",PG-13,"Adventure, Comedy, Fantasy",2023
